Rank,Word,Part of speech,Frequency,Dispersion
10244,greenwich,v,2152,0.99
10245,operator,v,2152,0.99
10246,courtier,v,2151,0.99
10247,par,v,2151,0.99
10248,shaved,v,2151,0.99
10249,abolish,v,2151,0.99
10250,whosoever,v,2151,0.99
10251,adjust,v,2150,0.99
10252,miscellaneous,v,2150,0.99
10253,savoy,v,2150,0.99
10254,unawares,v,2150,0.99
10255,deceitful,v,2150,0.99
10256,creates,v,2149,0.99
10257,membership,v,2149,0.99
10258,gauge,v,2149,0.99
10259,terrestrial,v,2149,0.99
10260,tolerate,v,2149,0.99
10261,veterans,v,2148,0.99
10262,kinsmen,v,2148,0.99
10263,bard,v,2148,0.99
10264,dane,v,2148,0.99
10265,pike,v,2147,0.99
10266,spartan,v,2147,0.99
10267,badge,v,2147,0.99
10268,hip,v,2147,0.99
10269,vex,v,2147,0.99
10270,adhere,v,2146,0.99
10271,sans,v,2146,0.99
10272,portland,v,2146,0.99
10273,stimulate,v,2146,0.99
10274,ado,v,2146,0.99
10275,superseded,v,2145,0.99
10276,sash,v,2145,0.99
10277,formality,v,2145,0.99
10278,triangle,v,2145,0.99
10279,compulsory,v,2145,0.99
10280,conflagration,v,2144,0.99
10281,treasurer,v,2144,0.99
10282,gust,v,2144,0.99
10283,fabulous,v,2144,0.99
10284,despotic,v,2144,0.99
10285,authoritative,v,2143,0.99
10286,hydrogen,v,2143,0.99
10287,tearful,v,2143,0.99
10288,abounding,v,2143,0.99
10289,fragile,v,2142,0.99
10290,excel,v,2142,0.99
10291,spoilt,v,2142,0.99
10292,bailiff,v,2142,0.99
10293,laurels,v,2142,0.99
10294,printer,v,2141,0.99
10295,choke,v,2141,0.99
10296,clustered,v,2141,0.99
10297,monastic,v,2141,0.99
10298,repel,v,2141,0.99
10299,belongings,v,2140,0.99
10300,credulity,v,2140,0.99
10301,hapless,v,2140,0.99
10302,unrest,v,2140,0.99
10303,glimmering,v,2140,0.99
10304,aspire,v,2139,0.99
10305,contingent,v,2139,0.99
10306,dowry,v,2139,0.99
10307,chauffeur,v,2139,0.99
10308,partiality,v,2139,0.99
10309,chastity,v,2138,0.99
10310,cologne,v,2138,0.99
10311,papal,v,2138,0.99
10312,vogue,v,2138,0.99
10313,flowery,v,2137,0.99
10314,chronic,v,2137,0.99
10315,peremptory,v,2137,0.99
10316,confessor,v,2137,0.99
10317,eke,v,2137,0.99
10318,grounded,v,2136,0.99
10319,verbs,v,2136,0.99
10320,abbot,v,2136,0.99
10321,mahogany,v,2136,0.99
10322,runaway,v,2136,0.99
10323,cope,v,2135,0.99
10324,dilemma,v,2135,0.99
10325,slack,v,2135,0.99
10326,forty-eight,v,2135,0.99
10327,gaudy,v,2135,0.99
10328,melodious,v,2134,0.99
10329,contraction,v,2134,0.99
10330,carlos,v,2134,0.99
10331,gypsy,v,2134,0.99
10332,prodigal,v,2134,0.99
10333,momentarily,v,2133,0.99
10334,tangible,v,2133,0.99
10335,viceroy,v,2133,0.99
10336,celia,v,2133,0.99
10337,journalist,v,2133,0.99
10338,ny,v,2132,0.99
10339,bouquet,v,2132,0.99
10340,symptom,v,2132,0.99
10341,dangling,v,2132,0.99
10342,bicycle,v,2131,0.99
10343,homestead,v,2131,0.99
10344,youngster,v,2131,0.99
10345,compulsion,v,2131,0.99
10346,sensuous,v,2131,0.99
10347,sluggish,v,2130,0.99
10348,infirmity,v,2130,0.99
10349,festivities,v,2130,0.99
10350,observant,v,2130,0.99
10351,raven,v,2130,0.99
10352,precedence,v,2129,0.99
10353,shewn,v,2129,0.99
10354,lure,v,2129,0.99
10355,precept,v,2129,0.99
10356,winters,v,2129,0.99
10357,nave,v,2128,0.99
10358,droll,v,2128,0.99
10359,bewildering,v,2128,0.99
10360,tattered,v,2128,0.99
10361,provisional,v,2128,0.99
10362,oz,v,2127,0.99
10363,outlaw,v,2127,0.99
10364,priceless,v,2127,0.99
10365,linda,v,2127,0.99
10366,chieftain,v,2127,0.99
10367,melbourne,v,2126,0.99
10368,tar,v,2126,0.99
10369,astounded,v,2126,0.99
10370,orion,v,2126,0.99
10371,vindictive,v,2126,0.99
10372,lamentation,v,2125,0.99
10373,teams,v,2125,0.99
10374,engineering,v,2125,0.99
10375,spiral,v,2125,0.99
10376,portsmouth,v,2124,0.99
10377,wayside,v,2124,0.99
10378,midway,v,2124,0.99
10379,mecca,v,2124,0.99
10380,meredith,v,2124,0.99
10381,partisan,v,2123,0.99
10382,undertone,v,2123,0.99
10383,lull,v,2123,0.99
10384,precipitous,v,2123,0.99
10385,ursula,v,2123,0.99
10386,hypocrite,v,2122,0.99
10387,aperture,v,2122,0.99
10388,stratagem,v,2122,0.99
10389,expulsion,v,2122,0.99
10390,commentary,v,2122,0.99
10391,olden,v,2121,0.99
10392,transmission,v,2121,0.99
10393,gall,v,2121,0.99
10394,refresh,v,2121,0.99
10395,camera,v,2121,0.99
10396,clamor,v,2120,0.99
10397,intruder,v,2120,0.99
10398,ripple,v,2120,0.99
10399,apologize,v,2120,0.99
10400,chuckle,v,2120,0.99
10401,ugliness,v,2119,0.99
10402,basement,v,2119,0.99
10403,lyre,v,2119,0.99
10404,pondering,v,2119,0.99
10405,spire,v,2119,0.99
10406,pounded,v,2118,0.99
10407,tributary,v,2118,0.99
10408,locomotive,v,2118,0.99
10409,celebrity,v,2118,0.99
10410,insurgents,v,2118,0.99
10411,quid,v,2117,0.99
10412,accosted,v,2117,0.99
10413,ballot,v,2117,0.99
10414,lick,v,2117,0.99
10415,discovers,v,2117,0.99
10416,venison,v,2116,0.99
10417,accomplice,v,2116,0.99
10418,hilt,v,2116,0.99
10419,pedestal,v,2116,0.99
10420,cant,v,2116,0.99
10421,potential,v,2115,0.99
10422,incompatible,v,2115,0.99
10423,lisbon,v,2115,0.99
10424,memoirs,v,2115,0.99
10425,rheumatism,v,2115,0.99
10426,magnanimity,v,2114,0.99
10427,dancer,v,2114,0.99
10428,balm,v,2114,0.99
10429,uninteresting,v,2114,0.99
10430,fervor,v,2114,0.99
10431,eligible,v,2113,0.99
10432,conceited,v,2113,0.99
10433,migration,v,2113,0.99
10434,kitten,v,2113,0.99
10435,loop,v,2112,0.99
10436,persistence,v,2112,0.99
10437,tying,v,2112,0.99
10438,slang,v,2112,0.99
10439,distasteful,v,2112,0.99
10440,laborer,v,2111,0.99
10441,armstrong,v,2111,0.99
10442,prosecute,v,2111,0.99
10443,consuming,v,2111,0.99
10444,licence,v,2111,0.99
10445,lucas,v,2110,0.99
10446,unfold,v,2110,0.99
10447,pt.,v,2110,0.99
10448,tottering,v,2110,0.99
10449,fir,v,2110,0.99
10450,relinquish,v,2109,0.99
10451,unavoidable,v,2109,0.99
10452,repeal,v,2109,0.99
10453,bye,v,2109,0.99
10454,ego,v,2109,0.99
10455,mercantile,v,2108,0.99
10456,notably,v,2108,0.99
10457,jet,v,2108,0.99
10458,violate,v,2108,0.99
10459,tennis,v,2108,0.99
10460,addicted,v,2107,0.99
10461,completing,v,2107,0.99
10462,manor,v,2107,0.99
10463,prelate,v,2107,0.99
10464,kids,v,2107,0.99
10465,windy,v,2106,0.99
10466,liberated,v,2106,0.99
10467,impertinence,v,2106,0.99
10468,survival,v,2106,0.99
10469,masonry,v,2106,0.99
10470,demeanor,v,2105,0.99
10471,forsooth,v,2105,0.99
10472,agreeing,v,2105,0.99
10473,carving,v,2105,0.99
10474,asses,v,2105,0.99
10475,boarding,v,2104,0.99
10476,surrey,v,2104,0.99
10477,tug,v,2104,0.99
10478,penetration,v,2104,0.99
10479,freeze,v,2104,0.99
10480,matrimony,v,2103,0.99
10481,vatican,v,2103,0.99
10482,labyrinth,v,2103,0.99
10483,triumphal,v,2103,0.99
10484,outcast,v,2103,0.99
10485,sha'n't,v,2102,0.99
10486,weave,v,2102,0.99
10487,dc,v,2102,0.99
10488,deputation,v,2102,0.99
10489,olivia,v,2102,0.99
10490,auntie,v,2101,0.99
10491,intact,v,2101,0.99
10492,questionable,v,2101,0.99
10493,inanimate,v,2101,0.99
10494,incumbent,v,2101,0.99
10495,tack,v,2100,0.99
10496,terra,v,2100,0.99
10497,apathy,v,2100,0.99
10498,hatchet,v,2100,0.99
10499,sophie,v,2100,0.99
10500,daytime,v,2099,0.99
10501,organize,v,2099,0.99
10502,parsons,v,2099,0.99
10503,artifice,v,2099,0.99
10504,surpass,v,2099,0.99
10505,masked,v,2098,0.99
10506,presumably,v,2098,0.99
10507,abbe,v,2098,0.99
10508,drought,v,2098,0.99
10509,joe.,v,2098,0.99
10510,saddled,v,2097,0.99
10511,parrot,v,2097,0.99
10512,brittany,v,2097,0.99
10513,labourer,v,2097,0.99
10514,collector,v,2097,0.99
10515,convoy,v,2096,0.99
10516,incidental,v,2096,0.99
10517,jovial,v,2096,0.99
10518,spine,v,2096,0.99
10519,chord,v,2096,0.99
10520,detroit,v,2095,0.99
10521,bleed,v,2095,0.99
10522,colin,v,2095,0.99
10523,forgave,v,2095,0.99
10524,dissipation,v,2095,0.99
10525,echoing,v,2094,0.99
10526,amos,v,2094,0.99
10527,napkin,v,2094,0.99
10528,importation,v,2094,0.99
10529,fry,v,2094,0.99
10530,rom.,v,2093,0.99
10531,dessert,v,2093,0.99
10532,keel,v,2093,0.99
10533,incredulous,v,2093,0.99
10534,focus,v,2093,0.99
10535,arc,v,2092,0.99
10536,maximilian,v,2092,0.99
10537,detection,v,2092,0.99
10538,summed,v,2092,0.99
10539,murphy,v,2092,0.99
10540,nocturnal,v,2091,0.99
10541,smash,v,2091,0.99
10542,facilitate,v,2091,0.99
10543,porcelain,v,2091,0.99
10544,correctness,v,2091,0.99
10545,lusty,v,2090,0.99
10546,surly,v,2090,0.99
10547,forgetful,v,2090,0.99
10548,chaise,v,2090,0.99
10549,um,v,2090,0.99
10550,checking,v,2089,0.99
10551,err,v,2089,0.99
10552,arid,v,2089,0.99
10553,attends,v,2089,0.99
10554,frequency,v,2089,0.99
10555,loom,v,2088,0.99
10556,plume,v,2088,0.99
10557,chagrin,v,2088,0.99
10558,mouthful,v,2088,0.99
10559,admittance,v,2088,0.99
10560,wakes,v,2087,0.99
10561,retinue,v,2087,0.99
10562,hose,v,2087,0.99
10563,overflow,v,2087,0.99
10564,absently,v,2087,0.99
10565,discredit,v,2087,0.99
10566,stitch,v,2086,0.99
10567,vie,v,2086,0.99
10568,directory,v,2086,0.99
10569,revolting,v,2086,0.99
10570,loins,v,2086,0.99
10571,macedonia,v,2085,0.99
10572,andrea,v,2085,0.99
10573,kenneth,v,2085,0.99
10574,legion,v,2085,0.99
10575,hogs,v,2085,0.99
10576,sampson,v,2084,0.99
10577,separates,v,2084,0.99
10578,ascribe,v,2084,0.99
10579,politic,v,2084,0.99
10580,stab,v,2084,0.99
10581,chop,v,2083,0.99
10582,password,v,2083,0.99
10583,rousing,v,2083,0.99
10584,decorum,v,2083,0.99
10585,inflammation,v,2083,0.99
10586,stark,v,2082,0.99
10587,unutterable,v,2082,0.99
10588,vestibule,v,2082,0.99
10589,regal,v,2082,0.99
10590,watchman,v,2082,0.99
10591,wesley,v,2081,0.99
10592,advertised,v,2081,0.99
10593,hemisphere,v,2081,0.99
10594,loading,v,2081,0.99
10595,heating,v,2081,0.99
10596,abhorrence,v,2080,0.99
10597,counsellor,v,2080,0.99
10598,terry,v,2080,0.99
10599,animosity,v,2080,0.99
10600,darius,v,2080,0.99
10601,depressing,v,2079,0.99
10602,coup,v,2079,0.99
10603,perforce,v,2079,0.99
10604,dedication,v,2079,0.99
10605,outwardly,v,2079,0.99
10606,uncanny,v,2078,0.99
10607,lebanon,v,2078,0.99
10608,compassionate,v,2078,0.99
10609,shroud,v,2078,0.99
10610,cupid,v,2078,0.99
10611,dogged,v,2077,0.99
10612,moth,v,2077,0.99
10613,katie,v,2077,0.99
10614,thinker,v,2077,0.99
10615,ravages,v,2077,0.99
10616,fraught,v,2076,0.99
10617,budget,v,2076,0.99
10618,pours,v,2076,0.99
10619,sloop,v,2076,0.99
10620,rigorous,v,2076,0.99
10621,strategy,v,2076,0.99
10622,blissful,v,2075,0.99
10623,uphold,v,2075,0.99
10624,quartz,v,2075,0.99
10625,benediction,v,2075,0.99
10626,mormon,v,2075,0.99
10627,chords,v,2074,0.99
10628,belle,v,2074,0.99
10629,civic,v,2074,0.99
10630,halves,v,2074,0.99
10631,accusing,v,2074,0.99
10632,atone,v,2073,0.99
10633,rodney,v,2073,0.99
10634,atlas,v,2073,0.99
10635,languor,v,2073,0.99
10636,earthen,v,2073,0.99
10637,expectant,v,2072,0.99
10638,haughtily,v,2072,0.99
10639,obnoxious,v,2072,0.99
10640,twig,v,2072,0.99
10641,bacchus,v,2072,0.99
10642,paramount,v,2071,0.99
10643,aiming,v,2071,0.99
10644,flemish,v,2071,0.99
10645,portal,v,2071,0.99
10646,sable,v,2071,0.99
10647,expiration,v,2070,0.99
10648,well-bred,v,2070,0.99
10649,consort,v,2070,0.99
10650,hooked,v,2070,0.99
10651,insert,v,2070,0.99
10652,listless,v,2069,0.99
10653,furtive,v,2069,0.99
10654,pollen,v,2069,0.99
10655,acetylene,v,2069,0.99
10656,arizona,v,2069,0.99
10657,meditate,v,2068,0.99
10658,scissors,v,2068,0.99
10659,reefs,v,2068,0.99
10660,parsley,v,2068,0.99
10661,signing,v,2068,0.99
10662,nimble,v,2068,0.99
10663,stag,v,2067,0.99
10664,flexible,v,2067,0.99
10665,accomplishing,v,2067,0.99
10666,coronation,v,2067,0.99
10667,slab,v,2067,0.99
10668,voters,v,2066,0.99
10669,inscrutable,v,2066,0.99
10670,promenade,v,2066,0.99
10671,qualification,v,2066,0.99
10672,crucifix,v,2066,0.99
10673,switch,v,2065,0.99
10674,aspiration,v,2065,0.99
10675,defile,v,2065,0.99
10676,skillful,v,2065,0.99
10677,windward,v,2065,0.99
10678,theoretical,v,2064,0.99
10679,towel,v,2064,0.99
10680,abounds,v,2064,0.99
10681,wrestling,v,2064,0.99
10682,disorderly,v,2064,0.99
10683,suspiciously,v,2063,0.99
10684,oration,v,2063,0.99
10685,decade,v,2063,0.99
10686,kingly,v,2063,0.99
10687,inflexible,v,2063,0.99
10688,counterfeit,v,2062,0.99
10689,multiple,v,2062,0.99
10690,teutonic,v,2062,0.99
10691,cripple,v,2062,0.99
10692,healthful,v,2062,0.99
10693,loaves,v,2062,0.99
10694,bourgeois,v,2061,0.99
10695,crystalline,v,2061,0.99
10696,resting-place,v,2061,0.99
10697,debates,v,2061,0.99
10698,primeval,v,2061,0.99
10699,dejection,v,2060,0.99
10700,bandage,v,2060,0.99
10701,penal,v,2060,0.99
10702,tidy,v,2060,0.99
10703,isis,v,2060,0.99
10704,abstracted,v,2059,0.99
10705,claire,v,2059,0.99
10706,blasted,v,2059,0.99
10707,perverted,v,2059,0.99
10708,finn,v,2059,0.99
10709,patrol,v,2058,0.99
10710,feud,v,2058,0.99
10711,hallowed,v,2058,0.99
10712,testing,v,2058,0.99
10713,atlanta,v,2058,0.99
10714,convulsive,v,2057,0.99
10715,crackling,v,2057,0.99
10716,hack,v,2057,0.99
10717,teaspoon,v,2057,0.99
10718,hoc,v,2057,0.99
10719,scraped,v,2057,0.99
10720,glacier,v,2056,0.99
10721,safeguard,v,2056,0.99
10722,clap,v,2056,0.99
10723,vagabond,v,2056,0.99
10724,allowable,v,2056,0.99
10725,emigration,v,2055,0.99
10726,purport,v,2055,0.99
10727,chaff,v,2055,0.99
10728,ax,v,2055,0.99
10729,di,v,2055,0.99
10730,follower,v,2054,0.99
10731,rapt,v,2054,0.99
10732,babylonian,v,2054,0.99
10733,maple,v,2054,0.99
10734,completeness,v,2054,0.99
10735,rake,v,2053,0.99
10736,lurid,v,2053,0.99
10737,priscilla,v,2053,0.99
10738,moat,v,2053,0.99
10739,portico,v,2053,0.99
10740,upheld,v,2053,0.99
10741,impaired,v,2052,0.99
10742,thankfulness,v,2052,0.99
10743,vanishing,v,2052,0.99
10744,emptiness,v,2052,0.99
10745,marrow,v,2052,0.99
10746,suns,v,2051,0.99
10747,halfway,v,2051,0.99
10748,invariable,v,2051,0.99
10749,tenure,v,2051,0.99
10750,sheath,v,2051,0.99
10751,memorandum,v,2050,0.99
10752,absorb,v,2050,0.99
10753,cone,v,2050,0.99
10754,prediction,v,2050,0.99
10755,pew,v,2050,0.99
10756,planes,v,2049,0.99
10757,educate,v,2049,0.99
10758,retribution,v,2049,0.99
10759,betimes,v,2049,0.99
10760,halifax,v,2049,0.99
10761,unbearable,v,2049,0.99
10762,enquiry,v,2048,0.99
10763,latch,v,2048,0.99
10764,exeter,v,2048,0.99
10765,red-hot,v,2048,0.99
10766,symmetry,v,2048,0.99
10767,untimely,v,2047,0.99
10768,niggers,v,2047,0.99
10769,domination,v,2047,0.99
10770,bothered,v,2047,0.99
10771,corral,v,2047,0.99
10772,upside,v,2046,0.99
10773,uneven,v,2046,0.99
10774,xxx,v,2046,0.99
10775,malay,v,2046,0.99
10776,instrumental,v,2046,0.99
10777,parental,v,2045,0.99
10778,incoherent,v,2045,0.99
10779,priestly,v,2045,0.99
10780,sacrament,v,2045,0.99
10781,chronicle,v,2045,0.99
10782,participate,v,2045,0.99
10783,cooler,v,2044,0.99
10784,elevator,v,2044,0.99
10785,manufacturer,v,2044,0.99
10786,stealthy,v,2044,0.99
10787,indomitable,v,2044,0.99
10788,lateral,v,2043,0.99
10789,minerva,v,2043,0.99
10790,defendant,v,2043,0.99
10791,nymph,v,2043,0.99
10792,experts,v,2043,0.99
10793,mosque,v,2042,0.99
10794,postpone,v,2042,0.99
10795,inter,v,2042,0.99
10796,seizure,v,2042,0.99
10797,ada,v,2042,0.99
10798,natalie,v,2041,0.99
10799,odysseus,v,2041,0.99
10800,glade,v,2041,0.99
10801,exhaust,v,2041,0.99
10802,loathing,v,2041,0.99
10803,penitence,v,2041,0.99
10804,oblong,v,2040,0.99
10805,saddles,v,2040,0.99
10806,highways,v,2040,0.99
10807,shipwreck,v,2040,0.99
10808,sprinkle,v,2040,0.99
10809,zion,v,2039,0.99
10810,chess,v,2039,0.99
10811,dispensed,v,2039,0.99
10812,nucleus,v,2039,0.99
10813,se,v,2039,0.99
10814,disperse,v,2038,0.99
10815,toll,v,2038,0.99
10816,pitiable,v,2038,0.99
10817,casket,v,2038,0.99
10818,cherry,v,2038,0.99
10819,enlightenment,v,2038,0.99
10820,starboard,v,2037,0.99
10821,poignant,v,2037,0.99
10822,astounding,v,2037,0.99
10823,christina,v,2037,0.99
10824,supple,v,2037,0.99
10825,consummation,v,2036,0.99
10826,drunkard,v,2036,0.99
10827,usages,v,2036,0.99
10828,afoot,v,2036,0.99
10829,vicissitudes,v,2036,0.99
10830,mercenary,v,2035,0.99
10831,metaphor,v,2035,0.99
10832,naturalist,v,2035,0.99
10833,munich,v,2035,0.99
10834,swarthy,v,2035,0.99
10835,widespread,v,2035,0.99
10836,presumptuous,v,2034,0.99
10837,stumble,v,2034,0.99
10838,translator,v,2034,0.99
10839,bluntly,v,2034,0.99
10840,diminutive,v,2034,0.99
10841,inferiority,v,2033,0.99
10842,sioux,v,2033,0.99
10843,evade,v,2033,0.99
10844,madeline,v,2033,0.99
10845,dunbar,v,2033,0.99
10846,peach,v,2032,0.99
10847,sonorous,v,2032,0.99
10848,conjure,v,2032,0.99
10849,truck,v,2032,0.99
10850,sultry,v,2032,0.99
10851,dogma,v,2032,0.99
10852,chapman,v,2031,0.99
10853,finery,v,2031,0.99
10854,tow,v,2031,0.99
10855,there'll,v,2031,0.99
10856,debtor,v,2031,0.99
10857,scalp,v,2030,0.99
10858,surpassing,v,2030,0.99
10859,terrifying,v,2030,0.99
10860,signification,v,2030,0.99
10861,diction,v,2030,0.99
10862,sulky,v,2029,0.99
10863,tradesmen,v,2029,0.99
10864,mustard,v,2029,0.99
10865,percent,v,2029,0.99
10866,mite,v,2029,0.99
10867,tyrannical,v,2029,0.99
10868,unpopular,v,2028,0.99
10869,gambler,v,2028,0.99
10870,stupor,v,2028,0.99
10871,joyce,v,2028,0.99
10872,beetle,v,2028,0.99
10873,grub,v,2027,0.99
10874,impersonal,v,2027,0.99
10875,sussex,v,2027,0.99
10876,upturned,v,2027,0.99
10877,aggravated,v,2027,0.99
10878,noblemen,v,2026,0.99
10879,solicitor,v,2026,0.99
10880,penniless,v,2026,0.99
10881,wireless,v,2026,0.99
10882,enlighten,v,2026,0.99
10883,incapacity,v,2026,0.99
10884,quench,v,2025,0.99
10885,infidel,v,2025,0.99
10886,auction,v,2025,0.99
10887,bunk,v,2025,0.99
10888,bomb,v,2025,0.99
10889,sieve,v,2024,0.99
10890,advocated,v,2024,0.99
10891,babes,v,2024,0.99
10892,privy,v,2024,0.99
10893,flattened,v,2024,0.99
10894,routes,v,2024,0.99
10895,mattress,v,2023,0.99
10896,ditto,v,2023,0.99
10897,apes,v,2023,0.99
10898,critically,v,2023,0.99
10899,heaviest,v,2023,0.99
10900,workings,v,2022,0.99
10901,tho,v,2022,0.99
10902,appalled,v,2022,0.99
10903,pies,v,2022,0.99
10904,showy,v,2022,0.99
10905,subsist,v,2021,0.99
10906,blinking,v,2021,0.99
10907,primrose,v,2021,0.99
10908,cowper,v,2021,0.99
10909,hips,v,2021,0.99
10910,beau,v,2021,0.99
10911,rust,v,2020,0.99
10912,cubic,v,2020,0.99
10913,prettier,v,2020,0.99
10914,normans,v,2020,0.99
10915,reservation,v,2020,0.99
10916,juno,v,2019,0.99
10917,nouns,v,2019,0.99
10918,chuck,v,2019,0.99
10919,ablest,v,2019,0.99
10920,sw,v,2019,0.99
10921,tawny,v,2019,0.99
10922,sterile,v,2018,0.99
10923,braced,v,2018,0.99
10924,sew,v,2018,0.99
10925,unprecedented,v,2018,0.99
10926,chemist,v,2018,0.99
10927,melissa,v,2017,0.99
10928,lounge,v,2017,0.99
10929,schoolboy,v,2017,0.99
10930,unsteady,v,2017,0.99
10931,oughtn't,v,2017,0.99
10932,occupant,v,2016,0.99
10933,turban,v,2016,0.99
10934,fickle,v,2016,0.99
10935,onset,v,2016,0.99
10936,disciplined,v,2016,0.99
10937,magnet,v,2016,0.99
10938,deg.,v,2015,0.99
10939,romeo,v,2015,0.99
10940,suck,v,2015,0.99
10941,unearthly,v,2015,0.99
10942,draughts,v,2015,0.99
10943,bankrupt,v,2014,0.99
10944,dive,v,2014,0.99
10945,receptacle,v,2014,0.99
10946,creator,v,2014,0.99
10947,mohammedan,v,2014,0.99
10948,adultery,v,2014,0.99
10949,dispensation,v,2013,0.99
10950,warming,v,2013,0.99
10951,ranked,v,2013,0.99
10952,strangeness,v,2013,0.99
10953,carcass,v,2013,0.99
10954,visitation,v,2012,0.99
10955,egotism,v,2012,0.99
10956,transit,v,2012,0.99
10957,brushing,v,2012,0.99
10958,fern,v,2012,0.99
10959,motley,v,2012,0.99
10960,clown,v,2011,0.99
10961,madeira,v,2011,0.99
10962,archibald,v,2011,0.99
10963,concurrence,v,2011,0.99
10964,surmise,v,2011,0.99
10965,unfriendly,v,2010,0.99
10966,wily,v,2010,0.99
10967,delirious,v,2010,0.99
10968,fergus,v,2010,0.99
10969,husky,v,2010,0.99
10970,enlist,v,2009,0.99
10971,generated,v,2009,0.99
10972,katharine,v,2009,0.99
10973,lagoon,v,2009,0.99
10974,islam,v,2009,0.99
10975,precipitated,v,2009,0.99
10976,marianne,v,2008,0.99
10977,census,v,2008,0.99
10978,embodiment,v,2008,0.99
10979,explosive,v,2008,0.99
10980,heretic,v,2008,0.99
10981,sustenance,v,2007,0.99
10982,denounce,v,2007,0.99
10983,indictment,v,2007,0.99
10984,pits,v,2007,0.99
10985,extinguish,v,2007,0.99
10986,wit.,v,2007,0.99
10987,boudoir,v,2006,0.99
10988,tiptoe,v,2006,0.99
10989,obstruction,v,2006,0.99
10990,unhealthy,v,2006,0.99
10991,cracking,v,2006,0.99
10992,buzzing,v,2005,0.99
10993,cole,v,2005,0.99
10994,exalt,v,2005,0.99
10995,sleek,v,2005,0.99
10996,aback,v,2005,0.99
10997,blasphemy,v,2005,0.99
10998,pall,v,2004,0.99
10999,weal,v,2004,0.99
11000,rampart,v,2004,0.99
11001,Word,v,2004,0.99
11002,hazy,v,2004,0.99
11003,loath,v,2003,0.99
11004,pp,v,2003,0.99
11005,stamps,v,2003,0.99
11006,flax,v,2003,0.99
11007,membrane,v,2003,0.99
11008,satirical,v,2003,0.99
11009,forego,v,2002,0.99
11010,exceptionally,v,2002,0.99
11011,syrup,v,2002,0.99
11012,rejoin,v,2002,0.99
11013,seasoned,v,2002,0.99
11014,suspend,v,2001,0.99
11015,elated,v,2001,0.99
11016,marred,v,2001,0.99
11017,discordant,v,2001,0.99
11018,forecastle,v,2001,0.99
11019,jock,v,2001,0.99
11020,slap,v,2000,0.99
11021,hoary,v,2000,0.99
11022,relax,v,2000,0.99
11023,wayward,v,2000,0.99
11024,mania,v,2000,0.99
11025,agility,v,1999,0.99
11026,complacency,v,1999,0.99
11027,courtship,v,1999,0.99
11028,commodity,v,1999,0.99
11029,revel,v,1999,0.99
11030,footstep,v,1999,0.99
11031,underwent,v,1998,0.99
11032,fernando,v,1998,0.99
11033,rend,v,1998,0.99
11034,siberia,v,1998,0.99
11035,appease,v,1998,0.99
11036,lending,v,1997,0.99
11037,gravy,v,1997,0.99
11038,motherly,v,1997,0.99
11039,sod,v,1997,0.99
11040,consistently,v,1997,0.99
11041,steadfastly,v,1997,0.99
11042,trojan,v,1996,0.99
11043,sewed,v,1996,0.99
11044,continuity,v,1996,0.99
11045,aeroplane,v,1996,0.99
11046,implicitly,v,1996,0.99
11047,reciprocal,v,1995,0.99
11048,reel,v,1995,0.99
11049,durham,v,1995,0.99
11050,hughes,v,1995,0.99
11051,feathered,v,1995,0.99
11052,despondency,v,1995,0.99
11053,foreground,v,1994,0.99
11054,ingram,v,1994,0.99
11055,shave,v,1994,0.99
11056,enrich,v,1994,0.99
11057,predominant,v,1994,0.99
11058,perplexing,v,1994,0.99
11059,prescription,v,1993,0.99
11060,nightingale,v,1993,0.99
11061,bubble,v,1993,0.99
11062,halo,v,1993,0.99
11063,lithe,v,1993,0.99
11064,vassal,v,1992,0.99
11065,brooded,v,1992,0.99
11066,conversant,v,1992,0.99
11067,commune,v,1992,0.99
11068,forsook,v,1992,0.99
11069,starch,v,1992,0.99
11070,guitar,v,1991,0.99
11071,dilapidated,v,1991,0.99
11072,intrinsic,v,1991,0.99
11073,eagles,v,1991,0.99
11074,alluring,v,1991,0.99
11075,blurred,v,1990,0.99
11076,culprit,v,1990,0.99
11077,bias,v,1990,0.99
11078,expectancy,v,1990,0.99
11079,unfavorable,v,1990,0.99
11080,awkwardness,v,1990,0.99
11081,aptitude,v,1989,0.99
11082,bookseller,v,1989,0.99
11083,ensue,v,1989,0.99
11084,trespass,v,1989,0.99
11085,impostor,v,1989,0.99
11086,perishing,v,1988,0.99
11087,frolic,v,1988,0.99
11088,credulous,v,1988,0.99
11089,ronald,v,1988,0.99
11090,pulp,v,1988,0.99
11091,studious,v,1988,0.99
11092,teresa,v,1987,0.99
11093,aiding,v,1987,0.99
11094,favorably,v,1987,0.99
11095,wilton,v,1987,0.99
11096,diabolical,v,1987,0.99
11097,levy,v,1986,0.99
11098,mother-in-law,v,1986,0.99
11099,shovel,v,1986,0.99
11100,taint,v,1986,0.99
11101,loft,v,1986,0.99
11102,subtlety,v,1986,0.99
11103,utilize,v,1985,0.99
11104,vista,v,1985,0.99
11105,hammock,v,1985,0.99
11106,durable,v,1985,0.99
11107,lineage,v,1985,0.99
11108,evenly,v,1985,0.99
11109,commendation,v,1984,0.99
11110,hog,v,1984,0.99
11111,zinc,v,1984,0.99
11112,imperceptible,v,1984,0.99
11113,shiny,v,1984,0.99
11114,northumberland,v,1983,0.99
11115,whichever,v,1983,0.99
11116,finite,v,1983,0.99
